"Titularidad","Nombre","Dirección","CP","Municipio","Teléfono","Plazas","URL","Latitud","Longitud","Actualizado","Provincia"
"Pública local","Vivienda tutelada municipal de Robledo","Avenida Ayuntamiento 2","02340","Robledo","967 58 11 52",8,"www.robledo.es/index.php?option=com_content&view=article&id=74:vivienda-de-mayores&catid=47:servicios&Itemid=80",38.759639,-2.449217,"2019-04-03 00:00:00","Albacete"
"Pública local","Vivienda Tutelada de la 3ª Edad","Calle Cristo 59","02153","Carcelén","967 40 30 01 / 967 40 32 50",9,NA,39.104408,-1.30876,"2017-09-15 00:00:00","Albacete"
"Pública local","Vivienda Tutelada","Travesía Cantarranas 3","02610","Bonillo (El)","967 37 06 50",9,NA,38.947522,-2.539162,"2019-04-23 00:00:00","Albacete"
"Pública autonómica","Residencia de mayores El Jardín","Avenida Juan Carlos I 3","02694","Higueruela","967 28 50 30",56,NA,38.961441,-1.443602,"2019-04-09 00:00:00","Albacete"
"Privada sin fin de lucro","Residencia Santa Teresa Jornet","Calle Melchor de Macanaz 40","02400","Hellín","967 30 00 04",82,NA,38.50998,-1.699234,"2011-07-06 00:00:00","Albacete"
"Pública autonómica","Residencia de Mayores Las Viñas","Calle Ciudad Real 15","02230","Madrigueras","967 54 53 31",49,NA,39.230936,-1.802188,"2019-04-04 00:00:00","Albacete"
"Pública autonómica","Residencia de 3ª Edad Calares del Mundo","Calle Collado de la Era 6","02450","Riópar","967 43 53 26",32,NA,38.495444,-2.416963,"2018-04-06 00:00:00","Albacete"
"Pública autonómica","Viviendas tuteladas","Calle Collao 1","03530","Nucia (la)","966 89 73 30",72,NA,38.616305,-0.126305,"4-09-20 00:14:44","Alacant"
"Privada","Residencia de 3ª edad Beanda","Avenida Ansaldo 1 - La Albufera","03540","Alicante/Alacant","965 15 30 08",31,NA,38.364758,-0.430787,"23-04-20 00:14:44","Alacant"
"Pública autonómica","Residencia de 3ª edad Caseta Sarrió","Avenida de la Paz 10","03430","Onil","965 56 56 88",51,NA,38.628309,-0.675897,"5-04-20 00:14:44","Alacant"
"Privada","Centro geriátrico Cap-Blau - San Juan","Avenida de Benidorm 105","03550","Sant Joan d'Alacant","965 94 22 09",60,"capblau.com",38.401046,-0.429736,"3-04-20 00:14:44","Alacant"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Privada","Residencia La Purísima","Calle Vereda Carmelitas Misioneras Teresianas 8","03330","Crevillent","965 40 08 29",34,NA,38.249208,-0.802258,"8-04-20 00:14:44","Alacant"
"Privada","Residencia Gerusía","Calle Cruz de Piedra 10","03015","Alicante/Alacant","966 28 30 30",84,"residenciagerusia.com",38.36455,-0.463351,"30-09-20 00:14:44","Alacant"
"Privada","Centro Sociosanitario La Morenica","NA Prado de la Villa 92","03400","Villena","965 81 50 83",144,"www.grupoelcastillo.com/villena",38.639451,-0.8817,"3-04-20 00:14:44","Alacant"
"Privada","Anneke Residence","Calle Riu Castells 3 - Urb. Belmonte","03580","Alfàs del Pi (l')","966 81 40 34",48,"www.anneke.es",38.594159,-0.11336,"10-04-20 00:14:44","Alacant"
"Privada","Fundación Casa Beneficencia","Plaza de la Ermita 1","03830","Muro de Alcoy","965 53 07 64",55,NA,38.780324,-0.438962,"8-09-20 00:14:44","Alacant"
"Privada","Ballesol Vía Parque","Calle Virgilio 17","03016","Alicante/Alacant","965 15 68 33",148,"ballesol.es/residencias-para-mayores-en-la-comunidad-valenciana/ballesol-via-parque",38.36936,-0.440236,"8-09-20 00:14:44","Alacant"
"Privada","Colina Club - Residencia","NA Partida Colina del Sol 52B","03710","Calp","965 83 52 28 / 965 83 73 10",20,"www.colinaclub.com",38.66623,0.047804,"24-04-20 00:14:44","Alacant"
"Privada","Savia Villamartín","Calle Canal de Panamá 15","03189","Orihuela","966 76 49 86",120,"saviaresidencias.es/centro-residencial-savia-villamartin-orihuela-costa",37.931876,-0.758549,"25-04-20 00:14:44","Alacant"
"Pública autonómica","Residencia de personas mayores dependientes Alacant","Calle Cronista Vicente Martínez Morella 1","03015","Alicante/Alacant","965 17 93 75",206,NA,38.371073,-0.479781,"11-07-20 00:14:44","Alacant"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Privada","DomusVi Santa Pola","Avenida de Portugal 127","03130","Santa Pola","966 69 47 93",140,"www.domusvi.es/residencia-para-mayores-santa-pola",38.190794,-0.540804,"3-01-20 00:14:44","Alacant"
"Privada sin fin de lucro","Residencia Nuestra Señora de las Virtudes","Plaza de las Malvas 9","03400","Villena","965 80 02 67",80,NA,38.62988,-0.86461,"28-06-20 00:14:44","Alacant"
"Privada","Residencia de 3ª edad Doña Rosa","Avenida Antonio Ramos Carratalá 17","03015","Alicante/Alacant","965 16 19 91",70,NA,38.369157,-0.461977,"10-04-20 00:14:44","Alacant"
"Pública local","Centro municipal de asistencia Santa Marta","Calle Alicante 21","03570","Villajoyosa/Vila Joiosa (la)","965 89 44 91",100,NA,38.50322,-0.237389,"25-04-20 00:14:44","Alacant"
"Privada","Residencia geriátrica Les Fonts","Avenida Sagi Barba 32","03520","Polop","965 87 00 75 / 965 87 03 36",70,"residencialesfonts.es",38.622389,-0.128163,"4-04-20 00:14:44","Alacant"
"Privada","Residencia Julia","Calle Camelia 8 - Urb. Los Girasoles","03110","Mutxamel","965 66 65 53 / 615 58 92 31",41,"www.residenciajulia.com",38.411408,-0.489973,"5-04-20 00:14:44","Alacant"
"Privada sin fin de lucro","Hogar Asilo San Joaquín","Calle Paca Guillén 19","03440","Ibi","965 55 29 73",38,NA,38.626004,-0.574886,"4-04-20 00:14:44","Alacant"
"Pública autonómica","Residencia Emilio Sala","Calle Bisbe Orberà 2","03801","Alcoy/Alcoi","965 54 37 11",132,NA,38.697317,-0.477482,"11-09-20 00:14:44","Alacant"
"Privada","Centro residencial Savia La Nucia","NA Partida El Planet 1","03530","Nucia (la)","966 89 70 50",126,"saviaresidencias.es/centro-residencial-savia-la-nucia",38.617039,-0.121502,"25-04-20 00:14:44","Alacant"
"Privada","Residencia de Pensionistas Ferroviarios","Calle La Mar 83","03550","Sant Joan d'Alacant","965 65 32 36",188,"arpferroviarios.com/san-juan/",38.403743,-0.432311,"5-04-20 00:14:44","Alacant"
"Privada","DomusVi El Campello","Calle Cocentaina 19","03560","Campello (el)","965 63 26 66",140,"www.domusvi.es/residencias-para-mayores-el-campello",38.4406,-0.381484,"8-04-20 00:14:44","Alacant"
"Pública local","Residencia San Juan de Dios","Plaza del Mercat 11","03780","Pego","965 57 01 69",36,NA,38.841598,-0.11529,"8-04-20 00:14:44","Alacant"
"Privada","Centro geriátrico Borja","NA Fontilles NA","03791","Vall de Laguar (la)","965 58 33 50",84,"www.geriatricoborja.org",38.775996,-0.086474,"4-04-20 00:14:44","Alacant"
"Privada sin fin de lucro","Residencia Madre Elisea","Calle Madre Elisea Oliver 3","03550","Sant Joan d'Alacant","965 65 35 50",57,NA,38.400431,-0.436797,"12-09-20 00:14:44","Alacant"
"Privada","Centro gerontológico Verger Senior","Calle San Luis 51","03770","Verger (el)","966 43 98 80",150,"www.vergelsenior.com",38.840828,0.009463,"11-09-20 00:14:44","Alacant"
"Privada","Residencia de ancianos Fundación Betanien","Avenida San Rafael 21","03580","Alfàs del Pi (l')","966 87 72 50",25,"www.betanien.no",38.583873,-0.115901,"2-10-20 00:14:44","Alacant"
"Privada sin fin de lucro","Asilo Hogar San José","Calle Santa Teresa de Jornet 2","03804","Alcoy/Alcoi","965 52 01 16",121,NA,38.704836,-0.465193,"25-04-20 00:14:44","Alacant"
"Privada","Centro Residencial Ana Mª Espinos LLopis","Camino Calvari 2","03725","Teulada","965 74 10 41 / 686 80 92 09",134,"www.residenciateulada.es",38.725953,0.108842,"10-04-20 00:14:44","Alacant"
"Privada","Residencia Videsalud I","Avenida de Orihuela 41","03370","Redován","966 73 55 24",115,NA,38.109284,-0.916413,"10-04-20 00:14:44","Alacant"
"Privada","Residencia de 3ª edad Casaverde","Avenida Costablanca s/n","03190","Pilar de la Horadada","966 76 98 46",100,"www.grupocasaverde.com/centro-para-mayores-casaverde-pilar-de-la-horadada",37.876391,-0.764113,"15-07-20 00:14:44","Alacant"
"Privada","Residencia Vistahermosa","Calle Azafrán 16","03559","Alicante/Alacant","965 26 31 95",33,"www.residenciavistahermosa.com",38.38472,-0.461822,"9-04-20 00:14:44","Alacant"
"Privada","Residencia de personas mayores dependientes Corazón de María","Calle Migjorn 10 (Partida Canastell 15-16 A)","03690","San Vicente del Raspeig/Sant Vicent del Raspeig","965 66 81 41",30,NA,38.400784,-0.532827,"9-04-20 00:14:44","Alacant"
"Privada","Residència Mare de Deu de la Soledat","Plaça de les Escoles s/n","03760","Ondara","965 76 70 02",23,NA,38.8278,0.017085,"4-04-20 00:14:44","Alacant"
"Privada","Ballesol San Juan","Avenida San Sebastián 33","03540","Alicante/Alacant","965 15 41 25",112,"ballesol.es/residencias-para-mayores-en-la-comunidad-valenciana/ballesol-playa-san-juan",38.3716,-0.416856,"5-04-20 00:14:44","Alacant"
"Privada","DomusVi Concentaina","Avenida Real Blanc s/n","03820","Cocentaina","965 59 20 66",140,"www.domusvi.es/residencia-para-mayores-domusvi-cocentaina",38.744619,-0.435451,"4-04-20 00:14:44","Alacant"
"Privada","Residencia Nuestra Señora de la Victoria","Camino Juncaret 20","03690","San Vicente del Raspeig/Sant Vicent del Raspeig","965 66 62 62",19,NA,38.394817,-0.498655,"12-05-20 00:14:44","Alacant"
"Privada","Residencia Virgen de Gracia","Calle Blasco Ibáñez 63","03140","Guardamar del Segura","966 17 68 08",41,"www.virgendegraciaresidencia.com",38.08608,-0.648359,"25-04-20 00:14:44","Alacant"
"Pública autonómica","Residencia de 3ª edad La Florida","Calle Tomás Aznar Doménech 43","03007","Alicante/Alacant","965 10 70 83 / 965 10 71 70",96,NA,38.340381,-0.513225,"3-04-20 00:14:44","Alacant"
"Privada","Residencia Marbella","Calle Alfred Nobel 8","03183","Torrevieja","965 71 08 28",39,"www.residenciamarbella.com",37.987259,-0.656848,"11-09-20 00:14:44","Alacant"
"Privada sin fin de lucro","Asilo Hogar San José","Calle Fernanda Santa María 5","03204","Elche/Elx","966 63 63 16",133,NA,38.259839,-0.702788,"15-07-20 00:14:44","Alacant"
"Privada","Centro para mayores Alicante Condomina","Avenida Ansaldo 2","03540","Alicante/Alacant","965 15 93 76",140,"www.domusvi.es/residencia-tercera-edad-novaire-alicante-condomina",38.363937,-0.430469,"10-04-20 00:14:44","Alacant"
"Privada","Residencia Tercera Edad Sant Vicent","Calle Francisco Bernabeu Penalva 10","03690","San Vicente del Raspeig/Sant Vicent del Raspeig","965 67 20 78",52,"www.residenciasantvicent.es",38.422578,-0.540985,"10-04-20 00:14:44","Alacant"
"Privada sin fin de lucro","Residencia Nuestra Señora de Lourdes","Plaza San Juan de Dios 2","03010","Alicante/Alacant","965 25 39 11 / 965 24 90 52",73,NA,38.3554,-0.487085,"7-04-20 00:14:44","Alacant"
"Privada","Residencia geriátrica Ciudad Patricia","Calle Rumania 26","03503","Benidorm","965 86 87 04",70,"www.residenciapatricia.com",38.54597,-0.09576,"4-04-20 00:14:44","Alacant"
"Privada","Fundación Asilo Hospital de Callosa d'En Sarrià","Calle Ausías March 5","03510","Callosa d'en Sarrià","965 88 05 73",80,NA,38.652953,-0.120222,"5-04-20 00:14:44","Alacant"
"Privada sin fin de lucro","Residencia Vicente Cabrera","Calle Vicente Cabrera 2","03100","Jijona/Xixona","965 61 01 41",70,NA,38.539966,-0.507665,"24-04-20 00:14:44","Alacant"
"Privada","Residencia San Joaquín y Santa Ana","Calle Mayor 23","03793","Castell de Castells","965 51 81 19 / 686 70 01 54",28,"www.residenciacastells.es",38.724823,-0.193299,"8-04-20 00:14:44","Alacant"
"Privada","DomusVi San Vicente","Calle Músico Mariano Pérez Picó 6","03690","San Vicente del Raspeig/Sant Vicent del Raspeig","965 67 39 18",140,"www.domusvi.es/residencia-de-mayores-domusvi-san-vicente-alicante",38.4028,-0.52489,"17-04-20 00:14:44","Alacant"
"Privada","Residencia El Campello","Calle Bernat Metge 3","03560","Campello (el)","965 94 18 93",134,"orpea.es/centros-residencias/centro-dia-residencia-ancianos-alicante",38.414855,-0.399335,"26-09-20 00:14:44","Alacant"
"Privada sin fin de lucro","Residencia Nuestra Señora del Remedio","Calle Mayor 197","03640","Monóvar/Monòver","965 47 03 08",100,NA,38.438078,-0.84385,"4-04-20 00:14:44","Alacant"
"Privada","Ballesol Costa Blanca","Calle Tramuntana 2","03570","Villajoyosa/Vila Joiosa (la)","965 85 76 71",185,"ballesol.es/ballesol-costa-blanca-senior-resort/es",38.523703,-0.170324,"14-11-20 00:14:44","Alacant"
"Privada","Fundación Residencia Asilo Hermanos Cholbi de Jávea","Avenida del Puerto 6","03730","Jávea/Xàbia","965 79 10 80",60,NA,38.792966,0.172297,"5-04-20 00:14:44","Alacant"
"Privada","DomusVi Babel","Avenida Alcalde Lorenzo Carbonell 56","03007","Alicante/Alacant","965 11 25 05",140,"www.domusvi.es/residencias-tercera-edad-domusvi-alicante-babel",38.338981,-0.51168,"3-01-20 00:14:44","Alacant"
"Pública autonómica","Residencia para personas mayores dependientes Mariola","NA Partida Huerta Mayor 11","03803","Alcoy/Alcoi","965 33 01 08",60,NA,38.702006,-0.477194,"12-04-20 00:14:44","Alacant"
"Privada","Residencia de 3ª edad Villa de Altea - Les Boqueres","NA Partida Plá del Castell 110","03590","Altea","966 88 17 91",92,"www.emausong.es/elverdadercentros.php",38.600792,-0.067478,"25-04-20 00:14:44","Alacant"
"Privada","Residencia tercera edad La Molineta","Calle Castellarets 2","03610","Petrer","966 95 61 61",85,NA,38.468924,-0.771843,"11-09-20 00:14:44","Alacant"
"Privada","DomusVi Elda","Calle Valle Inclán 1","03600","Elda","965 38 16 88",140,"www.domusvi.es/residencias-ancianos-novaire-elda-alicante",38.48247,-0.800156,"8-04-20 00:14:44","Alacant"
"Privada","DomusVi Elche Carrús","Calle President Lázaro Cárdenas del Río 2","03206","Elche/Elx","966 67 58 20",140,"www.domusvi.es/residencias-tercera-edad-novaire-elche-carrus",38.279802,-0.704451,"11-04-20 00:14:44","Alacant"
"Pública autonómica","Residencia para mayores dependientes de Orihuela","Calle Las Espeñetas 2 A","03300","Orihuela","966 74 50 43 / 966 74 50 49",96,NA,38.089779,-0.955538,"11-09-20 00:14:44","Alacant"
"Privada","Residencia El Paular","Calle Azafrán 62","03559","Alicante/Alacant","965 16 32 05",45,"www.elpaular.com",38.383055,-0.461487,"13-09-20 00:14:44","Alacant"
"Privada","Residencia de mayores El Pilar","Calle Serra del Castellet 2","03110","Mutxamel","965 95 60 58 / 965 95 54 20",40,"www.resid-elpilar.com",38.411798,-0.448085,"12-05-20 00:14:44","Alacant"
"Pública provincial","Residencia para personas mayores dependientes del Hogar Provincial","Calle del Hogar 33","03559","Alicante/Alacant","965 26 51 00",125,NA,38.385847,-0.45795,"16-04-20 00:14:44","Alacant"
"Privada","Residencial Bon Retir","Camino Cantallops 31","03730","Jávea/Xàbia","965 79 02 42",30,"www.bonretir.com",38.783087,0.150585,"7-05-20 00:14:44","Alacant"
"Privada","Residencia de ancianos Virgen del Remedio","Calle Isla de Corfú 6","03005","Alicante/Alacant","965 28 03 27",90,NA,38.357837,-0.507096,"8-09-20 00:14:44","Alacant"
"Privada","Los Jardines de Clara","Urbanización Residencial Parque de las Naciones s/n","03184","Torrevieja","965 70 41 02",48,"www.jardinesdeclara.com",37.973451,-0.695979,"9-04-20 00:14:44","Alacant"
"Privada","Residencia Casaverde Guardamar del Segura","Calle Pío Baroja 2","03140","Guardamar del Segura","966 72 68 72",100,"www.grupocasaverde.com/centro-para-mayores-casaverde-guardamar",38.088386,-0.649689,"8-04-20 00:14:44","Alacant"
"Pública autonómica","Residencia de personas mayores de Elda El Catí","Calle Santa Bárbara s/n","03600","Elda","965 39 51 13",85,NA,38.482808,-0.790716,"8-04-20 00:14:44","Alacant"
"Privada","Santo Hospital Residencia de ancianos La Inmaculada","Avenida Alborán s/n","03183","Torrevieja","965 71 18 74",80,NA,37.9911,-0.670157,"3-04-20 00:14:44","Alacant"
"Privada","Residencia de 3ª edad Nuestra Señora de las Nieves","Calle Marqués de Peñacerrada 3","03190","Pilar de la Horadada","965 35 25 35",38,"ww.residencianieves.com",37.865432,-0.794425,"25-04-20 00:14:44","Alacant"
"Privada","Residencia de tercera edad Benimeli Club Residencial","Calle Secanets 12","03769","Benimeli","965 58 76 16",100,"www.benimeliclubresidencial.com",38.821698,-0.042296,"3-04-20 00:14:44","Alacant"
"Pública local","Residencia de tercera edad Banyeres de Mariola","Calle Doctor Fleming s/n","03450","Banyeres de Mariola","966 56 81 83",52,NA,38.723061,-0.653698,"30-05-20 00:14:44","Alacant"
"Pública local","Residencia para personas mayores dependientes de Tollos","Calle Nueva 7","03813","Tollos","966 54 38 14",20,"www.sadaserveiajuda.com",38.756645,-0.27478,"13-05-20 00:14:44","Alacant"
"Privada","Residencia geriátrica Odamar, S. L.","Calle Pintor Heliodoro Guillén 2","03110","Mutxamel","965 95 54 15",28,NA,38.402731,-0.457578,"29-04-20 00:14:44","Alacant"
"Privada","Gerovida Calpe","NA Partida Benicolada 13, parcela 8G","03710","Calp","965 83 99 90",98,"gerovida.es/centros/alicante/centro-gerovida-en-calpe",38.65024,0.041417,"23-02-20 00:14:44","Alacant"
"Privada","DomusVi Alcoi","Calle Oliver 22","03802","Alcoy/Alcoi","965 33 46 84",140,"www.domusvi.es/residencias-tercera-edad-domusvi-alcoi-alicante",38.694958,-0.483488,"16-04-20 00:14:44","Alacant"
"Privada","La Saleta Calp","Avenida de Rusia 1","03170","Calp","93 583 88 55",133,"www.lasaleta.com/residencia-personas-mayores-alicante-calpe.php",38.649622,0.054413,"16-04-20 00:14:44","Alacant"
"Pública autonómica","Residencia de 3ª edad Elche","Calle José Sánchez Sáez 26","03202","Elche/Elx","965 45 53 70",116,NA,38.272351,-0.687957,"12-09-20 00:14:44","Alacant"
"Pública autonómica","Residencia de personas mayores dependientes Benejúzar","Pasaje de la Pilarica s/n","03390","Benejúzar","965 35 67 18 / 966 77 72 07",65,"sites.google.com/site/residenciabenejuzar/",38.068547,-0.833026,"27-07-20 00:14:44","Alacant"
"Privada","Residencia 3ª edad Mediterráneo","Calle La Paz 26","03179","Formentera del Segura","966 71 58 63",40,"www.residenciamediterraneo.es",38.088819,-0.72604,"8-04-20 00:14:44","Alacant"
"Privada","Residencia Mar de Levante, S. L.","Avenida de los Marineros 25","03182","Torrevieja","966 70 44 36",31,"www.mardelevante.com",37.976572,-0.667331,"8-04-20 00:14:44","Alacant"
"Privada","Fundación de Nuestra Señora de los Dolores, San Joaquín y Santa Ana","Calle Teulada 6","03720","Benissa","965 73 05 93",86,"www.fundacionresidenciabenissa.com",38.714225,0.051285,"5-04-20 00:14:44","Alacant"
"Privada","Fundación - Residencia Nuestra Señora del Carmen de Pedreguer","Avenida Andréu Pons 9 - 11","03750","Pedreguer","965 76 07 73",48,NA,38.798294,0.032528,"8-04-20 00:14:44","Alacant"
"Pública autonómica","Residencia de 3ª edad de Benidorm","NA Partida Foietes 1","03502","Benidorm","966 80 74 34",100,NA,38.544742,-1.140487,"12-07-20 00:14:44","Alacant"
"Pública local","Residencia municipal Santa Lucía","NA Partida Assagador Santa Llúcia 37","03700","Dénia","966 42 11 08 / 965 78 29 12",92,NA,38.822283,0.112604,"4-04-20 00:14:44","Alacant"
"Privada sin fin de lucro","Asilo Hermanitas de los Ancianos Desamparados","Plaza Santa Teresa de Jornet 2","03660","Novelda","965 60 02 87",95,NA,38.383936,-0.770566,"28-02-20 00:14:44","Alacant"
"Privada","Centro de respiro Solroja para enfermos de Alzheimer y otras demencias","NA Partida Riquer Baix s/n","03801","Alcoy/Alcoi","966 52 30 56",17,NA,38.6942,-0.464963,"8-05-20 00:14:44","Alacant"
"Privada","DomusVi Elche L'Aljub","Calle Benijofar 7 - 9","03205","Elche/Elx","965 43 21 58",140,"www.domusvi.es/residencias-de-mayores-en-elche-domusvi-laljub",38.264921,-0.718392,"2-05-20 00:14:44","Alacant"
"Privada","Casaverde Almoradí","Calle Pontevedra s/n","03160","Almoradí","966 78 38 02",137,"www.grupocasaverde.com/centro-para-mayores-casaverde-almoradi",38.1121,-0.785585,"3-04-20 00:14:44","Alacant"
"Privada sin fin de lucro","Residencia Alzheimer Alicante","Avenida Deportista Miriam Blasco 13","03016","Alicante/Alacant","657 91 58 79 / 965 26 50 70",29,"www.alzheimeralicante.org",38.36852,-0.435784,"24-04-20 00:14:44","Alacant"
