,Titularidad,Nombre,Dirección,CP,Municipio,Teléfono,Plazas,URL,Latitud,Longitud,Actualizado,Provincia,geometry
110,Privada,Residencia Nuestra Señora de la Caridad,Paseo de la Virgen s/n,2600.0,Villarrobledo,967 14 00 87,72.0,residenciavillarrobledo.es,39.272742,-2.605259,2019-04-05 00:00:00,Albacete,POINT (-2.605259 39.272742)
111,Pública autonómica,Residencia de Mayores El Castillo,Calle Hellín 2,2640.0,Almansa,967 31 88 01,59.0,,38.862364,-1.0909309999999999,2019-04-04 00:00:00,Albacete,POINT (-1.090931 38.862364)
112,Privada,Residencia de Mayores La Manchuela,Calle Cubas 2,2151.0,Casas de Juan Núñez,967 40 62 03 / 967 40 62 04,29.0,www.quironsalud.es/es/red-centros/residencia-manchuela,39.102543,-1.558257,2019-04-05 00:00:00,Albacete,POINT (-1.558257 39.102543)
113,Privada sin fin de lucro,Residencia San José,Calle Corredera 117,2640.0,Almansa,967 34 01 03,80.0,,38.862384999999996,-1.0883610000000001,2017-09-15 00:00:00,Albacete,POINT (-1.088361 38.862385)
114,Privada,Residencia de Ancianos San Juan Evangelista,Calle El Molino 113,2660.0,Caudete,965 82 70 76,79.0,,38.707425,-0.984032,2018-04-06 00:00:00,Albacete,POINT (-0.984032 38.707425)
115,Privada sin fin de lucro,Residencia de Ancianos La Milagrosa,Avenida Joaquín Piqueras 2,2650.0,Montealegre del Castillo,967 33 61 61 / 967 33 60 18,61.0,,38.789874,-1.324629,2015-05-06 00:00:00,Albacete,POINT (-1.324629 38.789874)
116,Privada,Residencia de Mayores María del Buen Suceso,Camino Real 6,2110.0,Gineta (La),967 27 50 92,54.0,,39.117877,-2.00155,2013-07-18 00:00:00,Albacete,POINT (-2.00155 39.117877)
117,Pública local,Residencia Municipal de Mayores Virgen de los Remedios,Calle Pedro Carrasco Bravo 4,2630.0,Roda (La),967 44 00 51,45.0,,39.207297,-2.158886,2019-04-08 00:00:00,Albacete,POINT (-2.158886 39.207297)
118,Privada,Residencia de mayores San Bartolomé,Calle Jacinto Guerrero 25,2100.0,Tarazona de la Mancha,967 54 40 10 / 648 18 39 60 / 648 18 39 61,152.0,www.grupocentenari.com/es/-1/Albacete.html,39.25833,-1.915171,2015-05-06 00:00:00,Albacete,POINT (-1.915171 39.25833)
119,Privada,Gerovida Tobarra,Calle Pérez Pastor 36,2500.0,Tobarra,967 54 36 40 / 967 54 36 43,160.0,gerovida.es/centros/albacete/centro-gerovida-en-tobarra,38.591227,-1.68595,2017-09-08 00:00:00,Albacete,POINT (-1.68595 38.591227)
120,Pública provincial,Residencia Asistida San Vicente de Paúl,Calle Alcalde Conangla 44,2001.0,Albacete,967 52 42 00,134.0,,38.993973,-1.848711,2019-04-03 00:00:00,Albacete,POINT (-1.848711 38.993973)
121,Privada,Residencia de Mayores La Esperanza,Calle Navas 2,2240.0,Mahora,967 49 43 52,48.0,www.residenciasalcalamahora.es,39.210895,-1.7214369999999999,2019-04-04 00:00:00,Albacete,POINT (-1.721437 39.210895)
122,Pública local,Vivienda tutelada de Pozohondo,Calle Parque 6,2141.0,Pozohondo,967 20 50 01,8.0,,38.719485999999996,-1.909118,2015-02-18 00:00:00,Albacete,POINT (-1.909118 38.719486)
123,Privada,Residencia de Mayores Fonda Oriental,Avenida Juan García González 60,2630.0,Roda (La),967 54 86 88,176.0,www.fondaoriental.com,39.199844,-2.1625650000000003,2017-09-13 00:00:00,Albacete,POINT (-2.162565 39.199844)
124,Pública local,Viviendas Tuteladas de Mayores de Villamalea,Calle Mercedes 9,2270.0,Villamalea,967 48 60 83,10.0,,39.359377,-1.594126,2013-07-25 00:00:00,Albacete,POINT (-1.594126 39.359377)
125,Pública local,Vivienda Tutelada de Mayores de Munera,Calle Bonifacio Sotos 2,2612.0,Munera,967 37 20 01 / 967 37 31 63,8.0,,39.039656,-2.483062,2019-04-03 00:00:00,Albacete,POINT (-2.483062 39.039656)
126,Pública autonómica,Residencia de mayores Los Quiñones,Calle Eras 4,2315.0,Vianos,967 38 04 09 / 680 93 01 61,16.0,,38.633351,-2.502345,2019-04-09 00:00:00,Albacete,POINT (-2.502345 38.633351)
127,Pública local,Vivienda Tutelada de Alpera,Plaza del Ayuntamiento 14,2690.0,Alpera,967 33 05 96,10.0,,38.959924,-1.22996,2019-04-03 00:00:00,Albacete,POINT (-1.22996 38.959924)
128,Pública autonómica,Residencia de Mayores Paseo de la Cuba,Paseo de la Cuba 39,2006.0,Albacete,967 52 34 97,220.0,,39.006769,-1.861577,2019-04-03 00:00:00,Albacete,POINT (-1.861577 39.006769)
129,Pública autonómica,Residencia Alcabala,Calle Escritor Camilo José Cela 2,2008.0,Albacete,967 19 37 90,120.0,,38.994446999999994,-1.8428959999999999,2019-04-04 00:00:00,Albacete,POINT (-1.842896 38.99444699999999)
130,Privada,Residencia de Ancianos Fundación Honorato Fernandez,Carretera de Hellín 33,2480.0,Yeste,967 43 10 26,29.0,,38.368615999999996,-2.315623,2019-04-05 00:00:00,Albacete,POINT (-2.315623 38.368616)
131,Pública local,Residencia de Mayores Noguera del Arco,Calle Pintor Pareja 7,2435.0,Socovos,967 42 09 09,30.0,,38.331364,-1.98518,2019-04-03 00:00:00,Albacete,POINT (-1.98518 38.331364)
132,Pública local,Vivienda tutelada municipal de Robledo,Avenida Ayuntamiento 2,2340.0,Robledo,967 58 11 52,8.0,www.robledo.es/index.php?option=com_content&view=article&id=74:vivienda-de-mayores&catid=47:servicios&Itemid=80,38.759639,-2.449217,2019-04-03 00:00:00,Albacete,POINT (-2.449217 38.759639)
133,Pública local,Vivienda Tutelada de la 3ª Edad,Calle Cristo 59,2153.0,Carcelén,967 40 30 01 / 967 40 32 50,9.0,,39.104408,-1.3087600000000001,2017-09-15 00:00:00,Albacete,POINT (-1.30876 39.104408)
134,Pública local,Vivienda Tutelada,Travesía Cantarranas 3,2610.0,Bonillo (El),967 37 06 50,9.0,,38.947522,-2.5391619999999997,2019-04-23 00:00:00,Albacete,POINT (-2.539162 38.947522)
135,Pública autonómica,Residencia de mayores El Jardín,Avenida Juan Carlos I 3,2694.0,Higueruela,967 28 50 30,56.0,,38.961441,-1.443602,2019-04-09 00:00:00,Albacete,POINT (-1.443602 38.961441)
136,Privada sin fin de lucro,Residencia Santa Teresa Jornet,Calle Melchor de Macanaz 40,2400.0,Hellín,967 30 00 04,82.0,,38.50998,-1.699234,2011-07-06 00:00:00,Albacete,POINT (-1.699234 38.50998)
137,Pública autonómica,Residencia de Mayores Las Viñas,Calle Ciudad Real 15,2230.0,Madrigueras,967 54 53 31,49.0,,39.230936,-1.8021880000000001,2019-04-04 00:00:00,Albacete,POINT (-1.802188 39.230936)
138,Pública autonómica,Residencia de 3ª Edad Calares del Mundo,Calle Collado de la Era 6,2450.0,Riópar,967 43 53 26,32.0,,38.495444,-2.416963,2018-04-06 00:00:00,Albacete,POINT (-2.416963 38.495444)
139,Pública autonómica,Viviendas tuteladas,Calle Collao 1,3530.0,Nucia (la),966 89 73 30,72.0,,38.616305,-0.126305,4-09-20 00:14:44,Alacant,POINT (-0.126305 38.616305)
140,Privada,Residencia de 3ª edad Beanda,Avenida Ansaldo 1 - La Albufera,3540.0,Alicante/Alacant,965 15 30 08,31.0,,38.364758,-0.430787,23-04-20 00:14:44,Alacant,POINT (-0.430787 38.364758)
141,Pública autonómica,Residencia de 3ª edad Caseta Sarrió,Avenida de la Paz 10,3430.0,Onil,965 56 56 88,51.0,,38.628309,-0.675897,5-04-20 00:14:44,Alacant,POINT (-0.675897 38.628309)
142,Privada,Centro geriátrico Cap-Blau - San Juan,Avenida de Benidorm 105,3550.0,Sant Joan d'Alacant,965 94 22 09,60.0,capblau.com,38.401046,-0.42973599999999995,3-04-20 00:14:44,Alacant,POINT (-0.429736 38.401046)
143,,,,,,,,,,,,,POINT (nan nan)
144,Privada,Residencia La Purísima,Calle Vereda Carmelitas Misioneras Teresianas 8,3330.0,Crevillent,965 40 08 29,34.0,,38.249208,-0.802258,8-04-20 00:14:44,Alacant,POINT (-0.802258 38.249208)
145,Privada,Residencia Gerusía,Calle Cruz de Piedra 10,3015.0,Alicante/Alacant,966 28 30 30,84.0,residenciagerusia.com,38.36455,-0.463351,30-09-20 00:14:44,Alacant,POINT (-0.463351 38.36455)
146,Privada,Centro Sociosanitario La Morenica,NA Prado de la Villa 92,3400.0,Villena,965 81 50 83,144.0,www.grupoelcastillo.com/villena,38.639451,-0.8817,3-04-20 00:14:44,Alacant,POINT (-0.8817 38.639451)
147,Privada,Anneke Residence,Calle Riu Castells 3 - Urb. Belmonte,3580.0,Alfàs del Pi (l'),966 81 40 34,48.0,www.anneke.es,38.594159000000005,-0.11335999999999999,10-04-20 00:14:44,Alacant,POINT (-0.11336 38.594159)
148,Privada,Fundación Casa Beneficencia,Plaza de la Ermita 1,3830.0,Muro de Alcoy,965 53 07 64,55.0,,38.780324,-0.43896199999999996,8-09-20 00:14:44,Alacant,POINT (-0.438962 38.780324)
149,Privada,Ballesol Vía Parque,Calle Virgilio 17,3016.0,Alicante/Alacant,965 15 68 33,148.0,ballesol.es/residencias-para-mayores-en-la-comunidad-valenciana/ballesol-via-parque,38.36936,-0.44023599999999996,8-09-20 00:14:44,Alacant,POINT (-0.440236 38.36936)
150,Privada,Colina Club - Residencia,NA Partida Colina del Sol 52B,3710.0,Calp,965 83 52 28 / 965 83 73 10,20.0,www.colinaclub.com,38.66623,0.047804,24-04-20 00:14:44,Alacant,POINT (0.047804 38.66623)
151,Privada,Savia Villamartín,Calle Canal de Panamá 15,3189.0,Orihuela,966 76 49 86,120.0,saviaresidencias.es/centro-residencial-savia-villamartin-orihuela-costa,37.931876,-0.758549,25-04-20 00:14:44,Alacant,POINT (-0.758549 37.931876)
152,Pública autonómica,Residencia de personas mayores dependientes Alacant,Calle Cronista Vicente Martínez Morella 1,3015.0,Alicante/Alacant,965 17 93 75,206.0,,38.371072999999996,-0.479781,11-07-20 00:14:44,Alacant,POINT (-0.479781 38.371073)
153,,,,,,,,,,,,,POINT (nan nan)
154,Privada,DomusVi Santa Pola,Avenida de Portugal 127,3130.0,Santa Pola,966 69 47 93,140.0,www.domusvi.es/residencia-para-mayores-santa-pola,38.190794,-0.540804,3-01-20 00:14:44,Alacant,POINT (-0.540804 38.190794)
155,Privada sin fin de lucro,Residencia Nuestra Señora de las Virtudes,Plaza de las Malvas 9,3400.0,Villena,965 80 02 67,80.0,,38.62988,-0.86461,28-06-20 00:14:44,Alacant,POINT (-0.86461 38.62988)
156,Privada,Residencia de 3ª edad Doña Rosa,Avenida Antonio Ramos Carratalá 17,3015.0,Alicante/Alacant,965 16 19 91,70.0,,38.369157,-0.461977,10-04-20 00:14:44,Alacant,POINT (-0.461977 38.369157)
157,Pública local,Centro municipal de asistencia Santa Marta,Calle Alicante 21,3570.0,Villajoyosa/Vila Joiosa (la),965 89 44 91,100.0,,38.50322,-0.237389,25-04-20 00:14:44,Alacant,POINT (-0.237389 38.50322)
158,Privada,Residencia geriátrica Les Fonts,Avenida Sagi Barba 32,3520.0,Polop,965 87 00 75 / 965 87 03 36,70.0,residencialesfonts.es,38.622389,-0.128163,4-04-20 00:14:44,Alacant,POINT (-0.128163 38.622389)
159,Privada,Residencia Julia,Calle Camelia 8 - Urb. Los Girasoles,3110.0,Mutxamel,965 66 65 53 / 615 58 92 31,41.0,www.residenciajulia.com,38.411408,-0.48997299999999994,5-04-20 00:14:44,Alacant,POINT (-0.4899729999999999 38.411408)
160,Privada sin fin de lucro,Hogar Asilo San Joaquín,Calle Paca Guillén 19,3440.0,Ibi,965 55 29 73,38.0,,38.626003999999995,-0.574886,4-04-20 00:14:44,Alacant,POINT (-0.574886 38.62600399999999)
161,Pública autonómica,Residencia Emilio Sala,Calle Bisbe Orberà 2,3801.0,Alcoy/Alcoi,965 54 37 11,132.0,,38.697317,-0.47748199999999996,11-09-20 00:14:44,Alacant,POINT (-0.477482 38.697317)
162,Privada,Centro residencial Savia La Nucia,NA Partida El Planet 1,3530.0,Nucia (la),966 89 70 50,126.0,saviaresidencias.es/centro-residencial-savia-la-nucia,38.617039,-0.121502,25-04-20 00:14:44,Alacant,POINT (-0.121502 38.617039)
163,Privada,Residencia de Pensionistas Ferroviarios,Calle La Mar 83,3550.0,Sant Joan d'Alacant,965 65 32 36,188.0,arpferroviarios.com/san-juan/,38.403743,-0.43231099999999995,5-04-20 00:14:44,Alacant,POINT (-0.4323109999999999 38.403743)
164,Privada,DomusVi El Campello,Calle Cocentaina 19,3560.0,Campello (el),965 63 26 66,140.0,www.domusvi.es/residencias-para-mayores-el-campello,38.4406,-0.381484,8-04-20 00:14:44,Alacant,POINT (-0.381484 38.4406)
165,Pública local,Residencia San Juan de Dios,Plaza del Mercat 11,3780.0,Pego,965 57 01 69,36.0,,38.841598,-0.11529,8-04-20 00:14:44,Alacant,POINT (-0.11529 38.841598)
166,Privada,Centro geriátrico Borja,NA Fontilles NA,3791.0,Vall de Laguar (la),965 58 33 50,84.0,www.geriatricoborja.org,38.775996,-0.086474,4-04-20 00:14:44,Alacant,POINT (-0.086474 38.775996)
167,Privada sin fin de lucro,Residencia Madre Elisea,Calle Madre Elisea Oliver 3,3550.0,Sant Joan d'Alacant,965 65 35 50,57.0,,38.400431,-0.43679700000000005,12-09-20 00:14:44,Alacant,POINT (-0.436797 38.400431)
168,Privada,Centro gerontológico Verger Senior,Calle San Luis 51,3770.0,Verger (el),966 43 98 80,150.0,www.vergelsenior.com,38.840828,0.009463,11-09-20 00:14:44,Alacant,POINT (0.009462999999999999 38.840828)
169,Privada,Residencia de ancianos Fundación Betanien,Avenida San Rafael 21,3580.0,Alfàs del Pi (l'),966 87 72 50,25.0,www.betanien.no,38.583873,-0.115901,2-10-20 00:14:44,Alacant,POINT (-0.115901 38.583873)
170,Privada sin fin de lucro,Asilo Hogar San José,Calle Santa Teresa de Jornet 2,3804.0,Alcoy/Alcoi,965 52 01 16,121.0,,38.704836,-0.465193,25-04-20 00:14:44,Alacant,POINT (-0.465193 38.704836)
171,Privada,Centro Residencial Ana Mª Espinos LLopis,Camino Calvari 2,3725.0,Teulada,965 74 10 41 / 686 80 92 09,134.0,www.residenciateulada.es,38.725953000000004,0.10884200000000001,10-04-20 00:14:44,Alacant,POINT (0.108842 38.725953)
172,Privada,Residencia Videsalud I,Avenida de Orihuela 41,3370.0,Redován,966 73 55 24,115.0,,38.109284,-0.9164129999999999,10-04-20 00:14:44,Alacant,POINT (-0.9164129999999999 38.109284)
173,Privada,Residencia de 3ª edad Casaverde,Avenida Costablanca s/n,3190.0,Pilar de la Horadada,966 76 98 46,100.0,www.grupocasaverde.com/centro-para-mayores-casaverde-pilar-de-la-horadada,37.876391,-0.764113,15-07-20 00:14:44,Alacant,POINT (-0.764113 37.876391)
174,Privada,Residencia Vistahermosa,Calle Azafrán 16,3559.0,Alicante/Alacant,965 26 31 95,33.0,www.residenciavistahermosa.com,38.38472,-0.461822,9-04-20 00:14:44,Alacant,POINT (-0.461822 38.38472)
175,Privada,Residencia de personas mayores dependientes Corazón de María,Calle Migjorn 10 (Partida Canastell 15-16 A),3690.0,San Vicente del Raspeig/Sant Vicent del Raspeig,965 66 81 41,30.0,,38.400784,-0.532827,9-04-20 00:14:44,Alacant,POINT (-0.5328270000000001 38.400784)
176,Privada,Residència Mare de Deu de la Soledat,Plaça de les Escoles s/n,3760.0,Ondara,965 76 70 02,23.0,,38.8278,0.017085,4-04-20 00:14:44,Alacant,POINT (0.017085 38.8278)
177,Privada,Ballesol San Juan,Avenida San Sebastián 33,3540.0,Alicante/Alacant,965 15 41 25,112.0,ballesol.es/residencias-para-mayores-en-la-comunidad-valenciana/ballesol-playa-san-juan,38.3716,-0.41685600000000006,5-04-20 00:14:44,Alacant,POINT (-0.4168560000000001 38.3716)
178,Privada,DomusVi Concentaina,Avenida Real Blanc s/n,3820.0,Cocentaina,965 59 20 66,140.0,www.domusvi.es/residencia-para-mayores-domusvi-cocentaina,38.744619,-0.43545100000000003,4-04-20 00:14:44,Alacant,POINT (-0.435451 38.744619)
179,Privada,Residencia Nuestra Señora de la Victoria,Camino Juncaret 20,3690.0,San Vicente del Raspeig/Sant Vicent del Raspeig,965 66 62 62,19.0,,38.394816999999996,-0.498655,12-05-20 00:14:44,Alacant,POINT (-0.498655 38.394817)
180,Privada,Residencia Virgen de Gracia,Calle Blasco Ibáñez 63,3140.0,Guardamar del Segura,966 17 68 08,41.0,www.virgendegraciaresidencia.com,38.086079999999995,-0.648359,25-04-20 00:14:44,Alacant,POINT (-0.648359 38.08608)
181,Pública autonómica,Residencia de 3ª edad La Florida,Calle Tomás Aznar Doménech 43,3007.0,Alicante/Alacant,965 10 70 83 / 965 10 71 70,96.0,,38.340381,-0.513225,3-04-20 00:14:44,Alacant,POINT (-0.513225 38.340381)
182,Privada,Residencia Marbella,Calle Alfred Nobel 8,3183.0,Torrevieja,965 71 08 28,39.0,www.residenciamarbella.com,37.987259,-0.656848,11-09-20 00:14:44,Alacant,POINT (-0.656848 37.987259)
183,Privada sin fin de lucro,Asilo Hogar San José,Calle Fernanda Santa María 5,3204.0,Elche/Elx,966 63 63 16,133.0,,38.259839,-0.702788,15-07-20 00:14:44,Alacant,POINT (-0.702788 38.259839)
184,Privada,Centro para mayores Alicante Condomina,Avenida Ansaldo 2,3540.0,Alicante/Alacant,965 15 93 76,140.0,www.domusvi.es/residencia-tercera-edad-novaire-alicante-condomina,38.363937,-0.43046899999999994,10-04-20 00:14:44,Alacant,POINT (-0.4304689999999999 38.363937)
185,Privada,Residencia Tercera Edad Sant Vicent,Calle Francisco Bernabeu Penalva 10,3690.0,San Vicente del Raspeig/Sant Vicent del Raspeig,965 67 20 78,52.0,www.residenciasantvicent.es,38.422578,-0.540985,10-04-20 00:14:44,Alacant,POINT (-0.540985 38.422578)
186,Privada sin fin de lucro,Residencia Nuestra Señora de Lourdes,Plaza San Juan de Dios 2,3010.0,Alicante/Alacant,965 25 39 11 / 965 24 90 52,73.0,,38.3554,-0.48708500000000005,7-04-20 00:14:44,Alacant,POINT (-0.487085 38.3554)
187,Privada,Residencia geriátrica Ciudad Patricia,Calle Rumania 26,3503.0,Benidorm,965 86 87 04,70.0,www.residenciapatricia.com,38.545970000000004,-0.09576,4-04-20 00:14:44,Alacant,POINT (-0.09576 38.54597)
188,Privada,Fundación Asilo Hospital de Callosa d'En Sarrià,Calle Ausías March 5,3510.0,Callosa d'en Sarrià,965 88 05 73,80.0,,38.652953000000004,-0.12022200000000001,5-04-20 00:14:44,Alacant,POINT (-0.120222 38.652953)
189,Privada sin fin de lucro,Residencia Vicente Cabrera,Calle Vicente Cabrera 2,3100.0,Jijona/Xixona,965 61 01 41,70.0,,38.539966,-0.5076649999999999,24-04-20 00:14:44,Alacant,POINT (-0.5076649999999999 38.539966)
190,Privada,Residencia San Joaquín y Santa Ana,Calle Mayor 23,3793.0,Castell de Castells,965 51 81 19 / 686 70 01 54,28.0,www.residenciacastells.es,38.724823,-0.193299,8-04-20 00:14:44,Alacant,POINT (-0.193299 38.724823)
191,Privada,DomusVi San Vicente,Calle Músico Mariano Pérez Picó 6,3690.0,San Vicente del Raspeig/Sant Vicent del Raspeig,965 67 39 18,140.0,www.domusvi.es/residencia-de-mayores-domusvi-san-vicente-alicante,38.4028,-0.52489,17-04-20 00:14:44,Alacant,POINT (-0.52489 38.4028)
192,Privada,Residencia El Campello,Calle Bernat Metge 3,3560.0,Campello (el),965 94 18 93,134.0,orpea.es/centros-residencias/centro-dia-residencia-ancianos-alicante,38.414854999999996,-0.399335,26-09-20 00:14:44,Alacant,POINT (-0.399335 38.414855)
193,Privada sin fin de lucro,Residencia Nuestra Señora del Remedio,Calle Mayor 197,3640.0,Monóvar/Monòver,965 47 03 08,100.0,,38.438078000000004,-0.84385,4-04-20 00:14:44,Alacant,POINT (-0.84385 38.438078)
194,Privada,Ballesol Costa Blanca,Calle Tramuntana 2,3570.0,Villajoyosa/Vila Joiosa (la),965 85 76 71,185.0,ballesol.es/ballesol-costa-blanca-senior-resort/es,38.523703000000005,-0.170324,14-11-20 00:14:44,Alacant,POINT (-0.170324 38.523703)
195,Privada,Fundación Residencia Asilo Hermanos Cholbi de Jávea,Avenida del Puerto 6,3730.0,Jávea/Xàbia,965 79 10 80,60.0,,38.792966,0.172297,5-04-20 00:14:44,Alacant,POINT (0.172297 38.792966)
196,Privada,DomusVi Babel,Avenida Alcalde Lorenzo Carbonell 56,3007.0,Alicante/Alacant,965 11 25 05,140.0,www.domusvi.es/residencias-tercera-edad-domusvi-alicante-babel,38.338981,-0.51168,3-01-20 00:14:44,Alacant,POINT (-0.51168 38.338981)
197,Pública autonómica,Residencia para personas mayores dependientes Mariola,NA Partida Huerta Mayor 11,3803.0,Alcoy/Alcoi,965 33 01 08,60.0,,38.702006,-0.47719399999999995,12-04-20 00:14:44,Alacant,POINT (-0.477194 38.702006)
198,Privada,Residencia de 3ª edad Villa de Altea - Les Boqueres,NA Partida Plá del Castell 110,3590.0,Altea,966 88 17 91,92.0,www.emausong.es/elverdadercentros.php,38.600792,-0.067478,25-04-20 00:14:44,Alacant,POINT (-0.067478 38.600792)
199,Privada,Residencia tercera edad La Molineta,Calle Castellarets 2,3610.0,Petrer,966 95 61 61,85.0,,38.468924,-0.7718430000000001,11-09-20 00:14:44,Alacant,POINT (-0.7718430000000001 38.468924)
200,Privada,DomusVi Elda,Calle Valle Inclán 1,3600.0,Elda,965 38 16 88,140.0,www.domusvi.es/residencias-ancianos-novaire-elda-alicante,38.48247,-0.8001560000000001,8-04-20 00:14:44,Alacant,POINT (-0.8001560000000001 38.48247)
201,Privada,DomusVi Elche Carrús,Calle President Lázaro Cárdenas del Río 2,3206.0,Elche/Elx,966 67 58 20,140.0,www.domusvi.es/residencias-tercera-edad-novaire-elche-carrus,38.279802000000004,-0.704451,11-04-20 00:14:44,Alacant,POINT (-0.704451 38.279802)
202,Pública autonómica,Residencia para mayores dependientes de Orihuela,Calle Las Espeñetas 2 A,3300.0,Orihuela,966 74 50 43 / 966 74 50 49,96.0,,38.089779,-0.9555379999999999,11-09-20 00:14:44,Alacant,POINT (-0.9555379999999999 38.089779)
203,Privada,Residencia El Paular,Calle Azafrán 62,3559.0,Alicante/Alacant,965 16 32 05,45.0,www.elpaular.com,38.383055,-0.461487,13-09-20 00:14:44,Alacant,POINT (-0.461487 38.383055)
204,Privada,Residencia de mayores El Pilar,Calle Serra del Castellet 2,3110.0,Mutxamel,965 95 60 58 / 965 95 54 20,40.0,www.resid-elpilar.com,38.411798,-0.448085,12-05-20 00:14:44,Alacant,POINT (-0.448085 38.411798)
205,Pública provincial,Residencia para personas mayores dependientes del Hogar Provincial,Calle del Hogar 33,3559.0,Alicante/Alacant,965 26 51 00,125.0,,38.385847,-0.45795,16-04-20 00:14:44,Alacant,POINT (-0.45795 38.385847)
206,Privada,Residencial Bon Retir,Camino Cantallops 31,3730.0,Jávea/Xàbia,965 79 02 42,30.0,www.bonretir.com,38.783087,0.150585,7-05-20 00:14:44,Alacant,POINT (0.150585 38.783087)
207,Privada,Residencia de ancianos Virgen del Remedio,Calle Isla de Corfú 6,3005.0,Alicante/Alacant,965 28 03 27,90.0,,38.357836999999996,-0.507096,8-09-20 00:14:44,Alacant,POINT (-0.507096 38.357837)
208,Privada,Los Jardines de Clara,Urbanización Residencial Parque de las Naciones s/n,3184.0,Torrevieja,965 70 41 02,48.0,www.jardinesdeclara.com,37.973451000000004,-0.695979,9-04-20 00:14:44,Alacant,POINT (-0.695979 37.973451)
209,Privada,Residencia Casaverde Guardamar del Segura,Calle Pío Baroja 2,3140.0,Guardamar del Segura,966 72 68 72,100.0,www.grupocasaverde.com/centro-para-mayores-casaverde-guardamar,38.088386,-0.6496890000000001,8-04-20 00:14:44,Alacant,POINT (-0.6496890000000001 38.088386)
210,Pública autonómica,Residencia de personas mayores de Elda El Catí,Calle Santa Bárbara s/n,3600.0,Elda,965 39 51 13,85.0,,38.482808,-0.790716,8-04-20 00:14:44,Alacant,POINT (-0.790716 38.482808)
